,Tytuł,Kliknięcia linku
1565,"Pamiętasz, jak się grało w wojnę? Przypominamy zabawy z dzieciństwa",3464
1566,"Gdy zasypiamy, udajemy się w objęcia: a) Morfeusza, b) Orfeusza, c) Tezeusza?",4705
1567,Copiątkowe wyzwanie. Dzisiejsze pytania Cię pokonają czy wykażesz się wiedzą?,12776
1568,"Nie ukrywamy, jest trudno, bo to quiz ekstremalny z pytaniami od czytelników",13036
1569,"Ciepło czy zimno? Prawda czy fałsz? Wiesz, gdzie znajdują się te miejsca? ",1553
1570,"Kto napisał ""Rodzinę Połanieckich""? Sienkiewicz, Orzeszkowa czy Nałkowska?",10737
1571,Coś dla sprawnie myślących. Poznasz miejsce po zdaniu opisu?,3784
1572,"""Na przód"" czy ""naprzód""? Sprawdź, czy poprawnie używasz polskiego",20804
1573,"Jeśli często gotujesz, poradzisz sobie w tym quizie. Chcesz sprawdzić?",7102
1574,"Ile wiecie o Polsce? Chyba niewiele, bo średnia to tylko 7/13. Dasz radę?",4832
1575,Rozpoznasz serial po jednym zdaniu opisu? Quiz tylko dla telewizyjnych maniaków,6793
1576,Quiz na dobry początek dnia. Zasłużysz na komplet punktów? Średnia tylko 5/10,27154
1577,"Odgadniesz po 3 słowach, o którą książkę pytamy? Sprawdzisz się?",2019
1578,Tego uczyliśmy się na lekcjach biologii. Co jeszcze pamiętasz?,2397
1579,Bez żartów! Tym razem 12 szybkich pytań o duże zwierzęta. Dasz radę?,17385
1580,Te 15 rzeczy o ludzkim ciele każdy powinien wiedzieć. Nie dasz plamy?,4806
1581,Quiz z lektur. Przyda się dobra pamięć i zdolność szybkiego kojarzenia,21763
1582,Quizowy powrót do przeszłości. Pytamy o kultowe przedmioty lat 90. Pamiętasz je?,3405
1583,Jak dobrze znasz geografię naszego kraju? Te 12 pytań to zweryfikuje,4043
1584,Quiz wiedzy ogólnej dla ludzi o mocnych nerwach. Poziom pytań: mistrzowski,22387
1585,"Jelonek rogacz to gatunek: a) ślimaka, b) chrząszcza, c) gada? Dasz się nabrać?",2215
1586,Wymagający quiz wiedzy ogólnej. Kategoria: koło. Przekroczysz 11/15?,21111
1587,"Jeśli nazwa orchidea nic Ci nie mówi, nie masz szans. Pytamy o kwiaty doniczkowe",12070
1588,"12 trudnych pytań z gramatyki. Sprawdź, czy sobie poradzisz. Średnia zawstydza",25854
1589,Quiz o średniowieczu tylko dla ambitnych. Przyda się wykształcenie,3524
1590,"Opis wieży Babel znajdziemy w: Księdze Rodzaju, Księdze Przysłów czy Apokalipsie?",840
1591,Dasz rade dogadać się z prawdziwym Ślązakiem czy nie? Rozumiesz słówka?,3826
1592,"Z ilu ksiąg składa się ""Pan Tadeusz""? Jeśli byłeś prymusem, ten quiz to pestka",24377
1593,"Nie rozwiążesz tego quizu, jeśli nie świętowałaś Dnia Kobiet w PRL-u",21116
1594,Czas na małe dyktando. Poradzisz sobie lepiej od uczniów podstawówki? ,5014
1595,Jedzenie z dzieciństwa. Pamiętacie jeszcze te smaki? Problemy sprawia 10. pytanie,4962
1596,Oglądasz ze swoimi dziećmi bajki? Masz większe szanse. Pytamy o filmowych bohaterów,6007
1597,Góra Kościuszki znajduje się w: a) Polsce; b) USA; c) Australii? Wiesz? Sprawdź kolejne pytania,17367
1598,"Trzy słowa, jedna kategoria: literatura. Na komplet mogą liczyć tylko oczytani",3956
1599,"Jeśli nie lubisz pizzy, nie licz na wysoki wynik! 10 apetycznych pytań o pizzę",19248
1600,"Trzy słowa, jedna kategoria: miejsce. Odgadniesz wszystkie?",3867
1601,10 pytań i 5 religii. Czy dopasujesz pojęcie do odpowiedniej religii?,2929
1602,Do baśniowej Narnii dzieci przechodziły przez: a) szafę; b) piwnicę; c) portal? ,1802
1603,Tylko znawca przyrody odpowie na te pytania. Co wiesz o ptakach z Polski?,3702
1604,Podchwytliwy quiz o nazwach owoców i warzyw. Ostrożnie zaznaczaj odpowiedzi ,3383
1605,Quiz historyczny: co wiesz o stanie wojennym? Próg zaliczenia: 75 proc. Dasz radę?,3501
1606,"Myślisz, że jesteś dobrym kierowcą? Odpowiedz, kto tu ma pierwszeństwo ",1799
1607,Cośrodowy quiz wiedzy. W tym tygodniu sukces zaczyna się już od 9/12,2340
1608,"10 słówek, który przyszły do Polski z Węgier. Sprawdź, czy je znasz!",2589
1609,Mistrzowie ortografii mają szansę na komplet punktów. Przebijesz średnią 11/18?,42513
1610,"Co wiesz o świecie? Na te pytania odpowiesz, jeśli chodziłeś pilnie do szkoły",17886
1611,"Oglądałeś ""Jasia Fasolę""? Sprawdź, co jeszcze pamiętasz z tej produkcji",1819
1612,Który ssak jest największy? Najtrudniejsze dziesiąte pytanie,2157
1613,Zapleciony quiz. Uda Ci się go rozwiązać? Średnia 10/14,2167
1614,"Wiesz, w którym programie była piosenka ''Łapy, łapy, cztery łapy''?",3222
1615,"Rozpoznasz sałatkę, o którą pytamy? Sprawdź, czy jesteś smakoszem",4396
1616,"Wszyscy kojarzymy te znaki i symbole. Pamiętasz, co znaczą? Średnia tylko 10/13",5434
1617,"Wiesz, jak zapisać te nazwy własne? O komplecie punktów lepiej zapomnij",3141
1618,Poczuj się jak na szkolnej kartkówce. 10 szybkich pytań z WOS-u! Zdasz czy oblejesz?,4010
1619,Quiz geograficzny na literę B. Poradzisz sobie z tym wyzwaniem?,2639
1620,"Język kaszubski jest naprawdę trudny. Sprawdź, czy potrafisz dogadać się z Kaszubem",1240
1621,"Wiesz, jak zachować się za granicą? Sprawdź, czy znasz te zwyczaje",3145
1622,"To quiz dla fachowców. Partacze nie mają szans. Rozumiesz, co mówi majster?",2988
1623,Copiątkowy. Ten quiz znowu okazał się dla Was dużym wyzwaniem ,1847
1624,Ekstremalny quiz dla ambitnych. Podniesiesz średnią? To zaledwie 4/12,34848
1625,"Rozpoznasz orzechy po obrazkach? Sprawdź, czy znasz je wszystkie",2918
1626,"Ryba po grecku może być na zimno, jak i na ciepło. Prawda czy fałsz?",3530
1627,"Wiesz, czym jest sopran? A terakota? Odpowiedz na pytania o włoskie słówka",2956
1628,"To miał być prosty quiz o kolorach, a Wasza średnia to 6/10. Dasz radę?",4275
1629,"Pamiętasz, kto powiedział te słowa? Tylko wnikliwi czytelnicy sobie poradzą",1626
1630,Tutaj liczy się tylko inteligencja. Odgadniesz zawód po 3 słowach?,11155
1631,Poczuj się jak na fizyce i przeprowadź eksperyment. Ta rzecz będzie pływać?,1347
1632,Podnosimy poprzeczkę! Dziś wynik 7/10 to powód do dumy. Dasz radę? ,5302
1633,"Które ptaki odlatują, a które zostają na zimę w Polsce? Pobij średnią 8/12",1795
1634,"Jeśli znasz te łacińskie sentencje, to chylimy przed Tobą czoła! ",1861
1635,Do jakiego zwierzęcia należy to kopyto? Do: a) łosia; b) kozy; c) konia,1987
1636,"Test na spostrzegawczość. Te znaki widzisz codziennie, ale czy potrafisz odróżnić?",3491
1637,Czy odpowiesz na pytania za milion w Milionerach? Sprawdź się!,4026
1638,"Rozumiesz, co mówią do siebie policjanci? Sprawdź, czy rozszyfrujesz ich język",17837
1639,"Jesteś orłem z geografii? Sprawdź, co tak naprawdę wiesz o Rosji",1976
1640,Arcytrudny quiz wiedzy. Zmierzysz się z pytaniami czytelników? ,2248
1641,"Szpital w ""Na dobre i na złe"" mieścił się w Górze: a) Zielonej; b) Leśnej; c) Jasnej?",7290
1642,Wykażesz się znajomością znanych rzek świata? Spróbuj się nie pomylić,9788
1643,"Podajemy Ci dwa przeboje filmowe. Wiesz, który z nich miał premierę wcześniej?",2361
1644,Kiedy obchodzimy andrzejki? A Dzień Dziadka? Przyda się doskonała pamięć,7613
1645,Sentymentalny quiz. Trzy słowa i jedna kategoria: dzieciństwo,3874
1646,"Słowa zapożyczone z języka niemieckiego. Wiesz, co znaczą?",2824
1647,Kategoria: taniec. Średnia do pobicia w tym quizie to 9/13. Poradzisz sobie? ,2232
1648,Dziś marne szanse na ocenę bardzo dobrą. Wybraliśmy niełatwe pytania ,19507
1649,"Poćwicz szare komórki. Podamy trzy słowa, odgadniesz co je łączy?",7463
1650,"To najtrudniejszy quiz o polskich miastach, jaki zrobiliśmy. Pytamy o flagi",1259
1651,"Ten szybki test sprawdzi, jak dobrze znasz polskie miasta",12923
1652,"Jeśli brak Ci poczucia humoru, nie masz szans na dobry wynik. Pytamy o kabarety",5120
1653,Te bajki prawie każdy zna. Ale czy rozpoznasz czarny charakter? Średnia 8/15,4659
1654,"Przepytamy Cię z historii USA. Średnia to 9/13, poprawisz ją?",1575
1655,"12 trudnych wyrazów na literę K, które znają erudyci. Pobij średnią 8/12",5341
1656,"Te 13 pytań sprawdzi, jakim byłeś uczniem. Zasłużysz dziś na ocenę celującą?",3737
1657,"Jeśli nigdy nie oglądałeś Reksia, nie licz na komplet punktów. Pytamy o bohaterów bajek",2734
1658,"Spałeś na lekcjach? Jeśli tak, to pożegnaj się z kompletem punktów",18470
1659,"Po tych 10 pytaniach będziesz wiedzieć, czy uda ci się dogadać na Kurpiach",1045
1660,"Wielki quiz wiedzy o Polsce. Jeśli uda Ci się przebić próg 70%, będziemy pod wrażeniem",29440
1661,"To podstawy języka polskiego. Wiesz, kiedy używać małej, a kiedy wielkiej litery?",15128
1662,"Wiesz, kim są te kobiety? Jeśli uważasz się za osobę wykształconą, musisz mieć 16/16",9188
1663,"Jeśli spędzałeś wakacje w Polsce, w tym quizie musisz mieć komplet punktów. Podejmiesz wyzwanie?",16328
1664,"Jeśli byłeś szkolnym leniem, nie masz co marzyć o komplecie",21580
1665,"Tylko jeżeli mieszkasz w Polsce, rozwiążesz quiz o naszych specjałach",6190
1666,"Jeśli nigdy nie nie byłeś w polskim szpitalu, nie rozwiążesz tego quizu",17207
1667,"14 polskich dzieł sztuki, które każdy musi znać. Ten quiz  oddzieli koneserów od leserów",11548
1668,"Trzy słowa, jedna kategoria: film. Odgadniesz, o który pytamy? Filmowi laicy są bez szans",2728
1669,"Te seriale znają wszyscy Polacy. Sprawdź, czy pamiętasz piosenki z czołówek",6782
1670,Wzorowe panie domu mają 13/13. Reszta? Może pomarzyć. Pytamy o kuchenne miary i wagi,7781
1671,"Kiedyś te sprzęty kuchenne były niemal w każdym domu, dziś nie każdy je pamięta",3535
1672,"Kuzyn z Niemiec, który nie zna najlepiej polskiego przyjeżdża do ciebie w odwiedziny. Dogadacie się?",3502
1673,"Poznasz film po oryginalnym tytule? Na początek: ""Dirty Dancing""",32450
1674,"To będzie najtrudniejszy quiz o II WŚ, jaki kiedykolwiek rozwiązywaliście. Odważycie się?",2399
1675,5 pytań o polskie filmy i polskich twórców nagrodzonych Oscarem. Sprawdź swoją erudycję!,11421
1676,"Kultowe reklamy. Pamiętasz Goździkową? A Serce i Rozum? Sprawdź, czy zdobędziesz 12/12",4679
1677,"Jeśli masz więcej niż 40 lat, są większe szanse na komplet. Co wiesz o latach 80.?",23308
1678,"Analiza wiersza spędzała ci w latach szkolnych sen z powiek? Sprawdź, czy teraz dasz radę",1746
1679,"""Po burzy zawsze __ przychodzi"": a) spokój, b) cisza, c) słońce, d) oddech?",4040
1680,Poradzisz sobie z kwaśnym quizem czy odejdziesz z kwaśną miną? Sprawdź się,4756
1681,Tylko obyta osoba ma szanse w tym quizie. Rozpoznasz tych międzywojennych celebrytów?,5372
1682,"Te polskie filmy znasz pewnie na pamięć. Czy pamiętasz, gdzie działa się ich akcja?",4867
1683,Tylko znawcy poradzą sobie w tym quizie. Prawdziwy test dla grzybiarzy,20821
1684,Jaki grzech popełnili Adam i Ewa? To najłatwiejsze pytanie. Potem nie ma tak lekko,25248
1685,''Pan Tadeusz'': test ze znajomości lektury. Sprawdź swoją wiedzę!,22274
1686,"Sprawdzamy Wasz angielski. Laik sobie nie poradzi, bo pytamy o fałszywych przyjaciół",970
1687,Wstyd nie znać tych lektur! Ciebie też to dotyczy? Średnia wynosi zaledwie 8/15,25502
1688,"""Żadnej pracy się nie boję'' - czyli quiz o zawodach. Wiesz, czym zajmują się te osoby?",7461
1689," Który znany nauczyciel wypowiedział te słowa? Jest szansa zabłysnąć, bo średnia tylko 5/11",1058
1690,"15 słów i zwrotów z języka hiszpańskiego, które zna każda obyta osoba. Sprawdź się!",9656
1691,To trzeba wiedzieć o Czechach. Mniej niż połowa punktów to wstyd,2681
1692,"Wielki quiz filmowy. Amatorzy nie mają szans, poradzą sobie tylko najlepsi. Dasz radę?",19533
1693,"Pamiętasz, kim był Nemeczek? Sprawdzamy Waszą wiedzę z lektury ""Chłopcy z Placu Broni""",889
1694,"""Przebacz mi, Brunhildo!"" - pamiętacie skąd to pochodzi? Pytamy o kultowe seriale",3163
1695,"Copiątkowy quiz wiedzy. Jest szansa zabłysnąć, bo średnia to tylko 5/10",20215
1696,Ekstremalne wyzwanie dla wymagających. Uda Ci się podnieść średnią?,20584
1697,"Zmieniliśmy jedno słowo w książkowych tytułach. Wiesz, jak powinny brzmieć?",4139
1698,"Trzy słowa, jedna kategoria: stolice. Wypada mieć komplet punktów",5097
1699,"Jeśli masz dwie lewe ręce, w tym quizie nie będzie Ci łatwo. Quiz dla złotych rączek",27555
1700,"To zwyczajne dyktando, ale łatwo wpaść w pułapkę. Komplet punktów w zasięgu, uda się",2716
1701,"''Łoj, córciu, córciu! Już ty panienką długo nie będziesz''. Śluby i wesela z książek oraz filmów",38438
1702,"Quiz, w którym testujemy, czy na pewno powinniście mieć prawo jazdy. Sprawdzicie się?",4926
1703,"Jak sobie radzisz z przysłowiami? Sprawdzimy, czy się w nich nie mylisz",4126
1704,"Poranny trening umysłu! Sprawdź, czy zdobędziesz komplet punków",2589
1705,"Pokazujemy kadr, Ty rozpoznaj, z którego teleturnieju pochodzi. Poradzisz sobie w tym quizie?",6141
1706,15 wydarzeń z ostatnich dziesięciu lat. Pamiętasz je wszystkie? Pobij średnią 10/15,1642
1707,"Bohaterka i narratorka ""Księgi tysiąca i jednej nocy"" to: a) Leila; b) Fatma; c) Szeherezada?",3882
1708,"Czy dogadasz się z warszawiakiem? Sprawdź, czy rozumiesz gwarę warszawską",3567
1709,Quiz o powiedzeniach i przysłowiach o jedzeniu. Najtrudniejsze 6. pytanie,5461
1710,Masz dobrze opanowaną polską historię? Czy dopasujesz wydarzenie do władcy?,1648
1711,"Pamiętasz, gdzie mieszkają fikcyjne postacie? Tylko nieliczni zdobywają więcej niż 8/11",3503
1712,Wyspa Bornholm należy do: a) Danii; b) Szwecji; c) obu państw; d) żadnego z nich?,1244
1713,"Tylko geograficzni mistrzowie mają szanse na komplet. Uważaj, żeby się nie zgubić",8600
1714,"Sienkiewicz, Walezy, Ibsen, czyli quiz o piętnastu znanych Henrykach. Dasz sobie radę?",7312
1715,W którym województwie leży Golub-Dobrzyń? A Turek? Quiz geograficzny,1028
1716,"17 słów na literę W, które zna każda wykształcona osoba. Należysz do nich?",8530
1717,"Rozpoznasz, o które przeboje polskich piosenkarek pytamy? Zdobędziesz 12/12?",8807
1718,W tym quizie trzeba wykazać się wiedzą o misiach. Zdobędziesz więcej niż 10 punktów?,23360
1719,"Masz osobowość wilka, delfina czy może jeszcze inną? Sprawdźmy to",1587
1720,"Jeśli wiedza wyparowała Wam z głów, nie poradzicie sobie z tym quizem ",17956
1721,Który kraj jest większy? Niektóre pytania są naprawdę trudne! ,2399
1722,Tu nie wystarczy podstawowa znajomość angielskiego. Musisz naprawdę dobrze sobie radzić,5187
1723,"Minęło ponad dwadzieścia lat - pora sprawdzić, jak dobrze pamiętasz rok 2000",18887
1724,"Pamiętasz te filmowe zwierzaki? Przypomnij sobie, jak się nazywają",5150
1725,Quiz wiedzy ogólnej o liczbach. Zdobycie 15/20 będzie już powodem do dumy,31899
1726,"Quiz historyczny. Rozpoznasz osobę na ilustracji? Lekko nie będzie, średnia 10/14",2103
1727,Rozbite lustro przynosi szczęście czy pecha? Sprawdź się w quizie wiedzy ogólnej,17125
1728,Kto odkrył promieniowanie X? Wiesz? W takim razie spróbuj pobić średnią 9/14,5730
1729,"Bohater fikcyjny czy historyczny? Sprawdź, co pamiętasz z lektur szkolnych",13382
1730,"Stefan Żeromski: życie i twórczość. Quiz tylko dla tych, którzy uważali na lekcjach",4708
1731,"Filmowe kalambury. Rozpoznasz, o który film pytamy?",5263
1732,"Quiz - Zabawne nazwy wsi i miejscowości. Czy wiesz, która z nich jest prawdziwa? - Gazeta.pl",1946
1733,Quiz - Radioaktywny quiz wiedzy ogólnej - Gazeta.pl,5921
1734,Quiz - 13 posterunek. Pamiętasz ten serial? Sprawdź się - Gazeta.pl,4733
1735,Quiz - CLXXI Cośrodowy quiz wiedzy - Gazeta.pl,7382
1736,Quiz - Mama. Quiz wiedzy ogólnej - Gazeta.pl I Dziecko,16566
1737,Quiz - Tylko prawdziwy fan Stephena Kinga będzie mieć z tego quizu 15/15 - Gazeta.pl,312
1738,"Quiz - To jest łatwy quiz, ale nietrudno o pomyłkę. Radzisz sobie w kuchni? - Gazeta.pl I Haps.pl",19990
1739,Quiz - Quiz dla długodystansowców. 100 pytań o show-biznes i popkulturę - Gazeta.pl,3418
1740,"Quiz - Założysz się, że nie wiesz, kto wykonywał ten przebój? - Gazeta.pl",6964
1741,"Quiz - ''Kocham Cię, mamo'' w różnych językach. Jesteś w stanie je rozpoznać? - Gazeta.pl I Dziecko",2515
1742,"Quiz - Tylko jeżeli znasz odpowiedzi na te pytania, możesz siebie nazwać doświadczonym kierowcą! - Gazeta.pl",46723
1743,"Quiz - [5x5] Pięć pytań, pięć kategorii - quiz wiedzy ogólnej dla ambitnych - Gazeta.pl",13037
1744,Quiz - Jeździliście na wakacyjne kolonie? W takim razie macie szanse w tym quizie - Gazeta.pl,12042
1745,"Quiz - 15 dat z historii naszego kraju, które każdy Polak musi znać - Gazeta.pl",24482
1746,"Quiz - 10 faktów o kosmosie, które musisz wiedzieć. Sprawdź się! - Gazeta.pl",1037
1747,"Quiz - Sprawdź, czy dasz radę dogadać się z millenialsem? - Gazeta.pl I Dziecko",1682
1748,Quiz - Lew. Quiz wiedzy ogólnej - Gazeta.pl,14608
1749,"Quiz - 11 niemieckich słów, które na pewno słyszeliście. Wiecie, co oznaczają? - Gazeta.pl",6131
1750,"Quiz - Juniorki, ortalion i dekatyzy. Co wiesz o modzie z czasów PRL-u? - Gazeta.pl",14578
1751,Quiz - CCCXV Copiątkowy quiz wiedzy - Gazeta.pl,2237
1752,Quiz - 438 ekstremalny quiz wiedzy - sprawdź się! - Gazeta.pl,9507
1753,"Quiz - Quiz z historii Polski. Odpowiesz, co wydarzyło się wcześniej? - Gazeta.pl",5811
1754,"Quiz - Ile waży słoń? Sprawdzamy nie twoją wiedzę, tylko umiejętność szacowania - Gazeta.pl",10121
1755,"Quiz - Te łacińskie zwroty spotykamy na co dzień. Czy wiesz, co znaczą? - Gazeta.pl",10967
1756,"Quiz - Pestki, ziarna, nasiona. Rozpoznasz je na zdjęciach? - Gazeta.pl I Haps.pl",2899
1757,Quiz - Sportowi idole PRL-u. W nich kochały się Polki za komuny - Gazeta.pl,14060
1758,"Quiz - Założysz się, że nic nie pamiętasz z serialu Alternatywy 4? [QUIZ] - Gazeta.pl",39615
1759,"Quiz - Co to jest szapoklak? Kto nosi mitrę? Sprawdź, ile wiesz o nakryciach głowy - Gazeta.pl",1175
1760,"Quiz - Lubisz Toma Hanksa? Sprawdź, ile wiesz o filmach, w których zagrał - Gazeta.pl",16405
1761,"Quiz - Znasz wieś Bronowice? Sprawdź, czy rozpoznasz książkę po miejscu akcji - Gazeta.pl",10577
1762,"Quiz - Spędzałeś godziny, grając na pegasusie? Te gry wideo na pewno będziesz pamiętał - Gazeta.pl",544
1763,"Quiz - Tu liczy się nie tylko wiedza, ale i wyobraźnia. Zgadniesz, które słowo nie pasuje do pozostałych? - Gazeta.pl",2197
1764,"Quiz - Odgadniesz po trzech słowach, o które miasto europejskie pytamy? Sprawdź się - Gazeta.pl",4093
1765,Quiz - Pamiętasz Kargula i Pawlaka? W tym quizie pytamy o słynnych sąsiadów - Gazeta.pl,49219
1766,"Quiz - Jeśli w latach 90. miałeś więcej niż 10 lat, na pewno oglądałeś te seriale! A ile z ich pamiętasz? - Gazeta.pl",2637
1767,"Quiz - Tylko chcemy się upewnić, że wiecie, jak stopniuje się przymiotniki - Gazeta.pl",4292
